<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.05.02	01:05:00	1899.29	1899.39	1896.71	1898.12	382	0	14
2022.05.02	01:10:00	1897.89	1898.53	1897.51	1898.30	243	0	14
2022.05.02	01:15:00	1898.30	1898.40	1896.87	1897.21	246	0	14
2022.05.02	01:20:00	1897.21	1897.60	1896.85	1897.15	192	0	14
2022.05.02	01:25:00	1897.20	1897.52	1896.47	1897.21	244	0	12
2022.05.02	01:30:00	1896.97	1897.57	1895.89	1897.12	325	0	14
2022.05.02	01:35:00	1897.12	1898.15	1896.87	1897.36	293	0	9
2022.05.02	01:40:00	1897.38	1897.95	1897.25	1897.45	227	0	8
2022.05.02	01:45:00	1897.45	1898.10	1897.09	1898.05	182	0	6
2022.05.02	01:50:00	1898.05	1898.33	1897.56	1897.85	233	0	14
2022.05.02	01:55:00	1897.85	1898.59	1897.85	1898.05	176	0	14
2022.05.02	02:00:00	1897.99	1898.37	1897.28	1897.77	282	0	14
2022.05.02	02:05:00	1897.77	1898.03	1897.62	1898.03	151	0	14
2022.05.02	02:10:00	1898.08	1898.12	1897.51	1897.97	171	0	14
2022.05.02	02:15:00	1897.98	1898.76	1897.72	1898.58	139	0	14
2022.05.02	02:20:00	1898.58	1899.77	1898.29	1899.77	247	0	14
2022.05.02	02:25:00	1899.77	1899.86	1898.29	1899.18	293	0	14
2022.05.02	02:30:00	1899.18	1899.36	1898.21	1898.48	141	0	14
2022.05.02	02:35:00	1898.48	1898.92	1898.11	1898.68	130	0	14
2022.05.02	02:40:00	1898.58	1899.07	1898.32	1898.69	205	0	14
2022.05.02	02:45:00	1898.60	1899.18	1897.90	1897.98	257	0	7
2022.05.02	02:50:00	1897.98	1899.37	1897.98	1898.62	307	0	8
2022.05.02	02:55:00	1898.62	1898.67	1896.94	1897.26	224	0	5
2022.05.02	03:00:00	1897.16	1897.71	1896.47	1896.86	458	0	6
2022.05.02	03:05:00	1896.87	1897.35	1896.22	1897.35	422	0	6
2022.05.02	03:10:00	1897.35	1897.50	1896.67	1897.41	351	0	9
2022.05.02	03:15:00	1897.41	1898.01	1896.69	1898.01	395	0	9
2022.05.02	03:20:00	1898.00	1898.49	1892.87	1894.97	771	0	1
2022.05.02	03:25:00	1894.97	1895.42	1894.25	1894.25	296	0	4
2022.05.02	03:30:00	1894.25	1894.25	1893.21	1894.08	416	0	9
2022.05.02	03:35:00	1894.11	1894.57	1892.91	1893.23	357	0	0
2022.05.02	03:40:00	1893.27	1894.06	1892.97	1893.99	340	0	0
2022.05.02	03:45:00	1894.01	1894.34	1889.05	1891.61	701	0	0
2022.05.02	03:50:00	1891.61	1891.66	1889.92	1891.52	507	0	8
2022.05.02	03:55:00	1891.52	1891.60	1890.23	1890.60	419	0	9
2022.05.02	04:00:00	1890.60	1892.19	1890.59	1892.07	430	0	9
2022.05.02	04:05:00	1892.07	1892.30	1891.02	1891.96	330	0	9
2022.05.02	04:10:00	1891.96	1892.25	1891.10	1891.23	263	0	6
2022.05.02	04:15:00	1891.24	1891.81	1890.91	1891.62	296	0	7
2022.05.02	04:20:00	1891.62	1892.10	1891.22	1891.27	258	0	0
2022.05.02	04:25:00	1891.30	1892.35	1890.94	1892.22	378	0	6
2022.05.02	04:30:00	1892.22	1892.60	1891.79	1892.53	244	0	9
2022.05.02	04:35:00	1892.53	1892.53	1891.81	1892.21	226	0	9
2022.05.02	04:40:00	1892.22	1892.69	1892.20	1892.31	198	0	9
2022.05.02	04:45:00	1892.31	1892.31	1890.88	1891.01	344	0	9
2022.05.02	04:50:00	1891.02	1891.70	1890.58	1890.58	323	0	9
2022.05.02	04:55:00	1890.60	1891.22	1889.95	1890.16	318	0	9
2022.05.02	05:00:00	1890.15	1891.74	1889.61	1890.79	438	0	9
2022.05.02	05:05:00	1890.77	1891.00	1889.37	1889.52	384	0	9
2022.05.02	05:10:00	1889.51	1889.75	1887.96	1888.72	521	0	9
2022.05.02	05:15:00	1888.75	1888.94	1888.11	1888.51	340	0	9
2022.05.02	05:20:00	1888.49	1888.71	1887.80	1888.59	263	0	9
2022.05.02	05:25:00	1888.50	1888.50	1884.65	1886.20	664	0	6
2022.05.02	05:30:00	1886.20	1887.59	1886.20	1887.43	507	0	9
2022.05.02	05:35:00	1887.44	1888.64	1887.16	1888.59	385	0	9
2022.05.02	05:40:00	1888.59	1889.05	1888.03	1888.98	310	0	9
2022.05.02	05:45:00	1888.98	1888.98	1887.75	1887.75	260	0	9
2022.05.02	05:50:00	1887.66	1888.41	1887.60	1888.28	182	0	9
2022.05.02	05:55:00	1888.27	1888.64	1887.78	1887.80	223	0	9
2022.05.02	06:00:00	1887.80	1887.89	1886.83	1887.01	359	0	7
2022.05.02	06:05:00	1887.02	1889.50	1886.67	1889.03	500	0	2
2022.05.02	06:10:00	1889.10	1889.10	1888.03	1888.20	231	0	6
2022.05.02	06:15:00	1888.21	1888.74	1887.98	1888.64	229	0	9
2022.05.02	06:20:00	1888.64	1889.11	1888.19	1888.85	218	0	9
2022.05.02	06:25:00	1888.85	1889.25	1887.56	1887.65	350	0	9
2022.05.02	06:30:00	1887.64	1888.06	1887.29	1888.03	431	0	9
2022.05.02	06:35:00	1888.02	1888.77	1887.63	1888.71	341	0	9
2022.05.02	06:40:00	1888.65	1889.25	1888.43	1889.20	299	0	9
2022.05.02	06:45:00	1889.17	1889.22	1888.47	1888.51	220	0	9
2022.05.02	06:50:00	1888.51	1889.31	1888.48	1888.78	123	0	9
2022.05.02	06:55:00	1888.78	1888.99	1888.47	1888.63	178	0	9
2022.05.02	07:00:00	1888.61	1888.61	1886.41	1886.59	303	0	9
2022.05.02	07:05:00	1886.60	1886.95	1886.02	1886.08	352	0	9
2022.05.02	07:10:00	1886.08	1887.15	1886.08	1886.90	319	0	9
2022.05.02	07:15:00	1886.88	1887.83	1885.48	1885.55	467	0	6
2022.05.02	07:20:00	1885.55	1886.37	1885.25	1885.70	320	0	9
2022.05.02	07:25:00	1885.71	1885.82	1884.80	1885.51	357	0	9
2022.05.02	07:30:00	1885.51	1885.63	1884.51	1884.82	367	0	9
2022.05.02	07:35:00	1884.84	1885.02	1884.22	1884.58	330	0	9
2022.05.02	07:40:00	1884.57	1886.39	1883.89	1886.29	532	0	9
2022.05.02	07:45:00	1886.29	1886.98	1885.71	1885.85	285	0	9
2022.05.02	07:50:00	1885.85	1886.10	1885.60	1885.97	248	0	9
2022.05.02	07:55:00	1885.96	1886.69	1885.37	1885.67	293	0	9
2022.05.02	08:00:00	1885.63	1885.63	1883.11	1883.61	454	0	6
2022.05.02	08:05:00	1883.61	1884.41	1882.98	1883.98	261	0	4
2022.05.02	08:10:00	1883.99	1884.38	1882.72	1882.94	366	0	5
2022.05.02	08:15:00	1882.96	1883.81	1882.86	1883.05	320	0	9
2022.05.02	08:20:00	1883.02	1883.70	1882.77	1883.35	244	0	9
2022.05.02	08:25:00	1883.40	1883.92	1882.70	1883.85	233	0	9
2022.05.02	08:30:00	1883.85	1883.87	1883.21	1883.87	265	0	9
2022.05.02	08:35:00	1883.87	1887.22	1883.80	1886.66	500	0	8
2022.05.02	08:40:00	1886.69	1886.77	1884.72	1884.88	344	0	9
2022.05.02	08:45:00	1884.89	1886.56	1884.84	1886.53	494	0	9
2022.05.02	08:50:00	1886.63	1887.02	1886.22	1886.50	423	0	9
2022.05.02	08:55:00	1886.42	1886.69	1885.48	1885.81	250	0	9
2022.05.02	09:00:00	1885.81	1886.09	1883.97	1884.26	648	0	9
2022.05.02	09:05:00	1884.26	1884.87	1883.15	1883.78	556	0	9
2022.05.02	09:10:00	1883.76	1885.16	1883.52	1885.11	343	0	5
2022.05.02	09:15:00	1885.11	1885.31	1883.73	1885.15	341	0	0
2022.05.02	09:20:00	1885.19	1887.51	1885.10	1887.10	391	0	9
2022.05.02	09:25:00	1887.10	1887.44	1886.61	1886.71	339	0	8
2022.05.02	09:30:00	1886.71	1886.98	1885.86	1886.29	279	0	9
2022.05.02	09:35:00	1886.29	1886.97	1886.06	1886.67	286	0	8
2022.05.02	09:40:00	1886.67	1886.68	1885.46	1885.46	445	0	0
2022.05.02	09:45:00	1885.39	1886.05	1885.19	1885.57	347	0	1
2022.05.02	09:50:00	1885.57	1887.67	1885.28	1887.58	379	0	1
2022.05.02	09:55:00	1887.58	1887.68	1886.35	1887.19	379	0	8
2022.05.02	10:00:00	1887.20	1887.44	1885.47	1886.36	570	0	4
2022.05.02	10:05:00	1886.38	1886.78	1884.83	1885.00	458	0	6
2022.05.02	10:10:00	1885.03	1885.94	1884.16	1884.25	407	0	3
2022.05.02	10:15:00	1884.24	1884.31	1883.11	1883.79	492	0	0
2022.05.02	10:20:00	1883.83	1885.34	1883.49	1884.75	352	0	4
2022.05.02	10:25:00	1884.75	1886.19	1884.61	1886.15	382	0	0
2022.05.02	10:30:00	1886.16	1886.35	1884.90	1885.21	388	0	0
2022.05.02	10:35:00	1885.21	1885.62	1884.65	1884.65	285	0	8
2022.05.02	10:40:00	1884.70	1885.91	1884.70	1885.53	233	0	9
2022.05.02	10:45:00	1885.53	1885.81	1885.16	1885.24	212	0	5
2022.05.02	10:50:00	1885.21	1885.84	1885.01	1885.74	210	0	9
2022.05.02	10:55:00	1885.75	1885.75	1884.18	1884.38	488	0	3
2022.05.02	11:00:00	1884.29	1884.66	1883.43	1884.47	467	0	6
2022.05.02	11:05:00	1884.46	1885.35	1883.84	1885.28	329	0	9
2022.05.02	11:10:00	1885.25	1885.50	1884.60	1884.63	286	0	6
2022.05.02	11:15:00	1884.62	1884.69	1883.27	1883.65	296	0	9
2022.05.02	11:20:00	1883.65	1884.80	1882.57	1882.70	487	0	0
2022.05.02	11:25:00	1882.64	1882.64	1881.26	1882.19	463	0	0
2022.05.02	11:30:00	1882.20	1882.55	1880.85	1881.05	387	0	1
2022.05.02	11:35:00	1881.05	1881.66	1880.82	1881.25	326	0	5
2022.05.02	11:40:00	1881.23	1881.58	1879.50	1880.25	456	0	0
2022.05.02	11:45:00	1880.25	1881.31	1880.20	1881.18	312	0	5
2022.05.02	11:50:00	1881.28	1881.81	1880.79	1881.53	348	0	5
2022.05.02	11:55:00	1881.54	1881.86	1879.61	1879.81	355	0	0
2022.05.02	12:00:00	1879.85	1880.07	1876.85	1878.60	533	0	0
2022.05.02	12:05:00	1878.63	1878.97	1878.04	1878.97	374	0	2
2022.05.02	12:10:00	1878.95	1879.84	1878.93	1879.67	288	0	1
2022.05.02	12:15:00	1879.67	1879.89	1879.26	1879.73	276	0	0
2022.05.02	12:20:00	1879.64	1880.54	1879.46	1879.56	323	0	0
2022.05.02	12:25:00	1879.56	1880.36	1878.93	1880.33	344	0	0
2022.05.02	12:30:00	1880.23	1880.23	1879.37	1879.65	361	0	7
2022.05.02	12:35:00	1879.66	1880.40	1879.59	1879.75	293	0	6
2022.05.02	12:40:00	1879.75	1880.20	1878.98	1879.69	284	0	3
2022.05.02	12:45:00	1879.68	1880.49	1879.44	1880.31	236	0	9
2022.05.02	12:50:00	1880.31	1881.08	1880.29	1880.81	300	0	7
2022.05.02	12:55:00	1880.81	1881.24	1880.60	1880.78	218	0	9
2022.05.02	13:00:00	1880.73	1880.73	1879.91	1880.36	334	0	9
2022.05.02	13:05:00	1880.31	1880.84	1879.20	1879.36	338	0	1
2022.05.02	13:10:00	1879.34	1879.49	1878.07	1878.77	396	0	8
2022.05.02	13:15:00	1878.87	1879.02	1877.84	1878.22	304	0	0
2022.05.02	13:20:00	1878.22	1878.82	1877.93	1878.12	260	0	0
2022.05.02	13:25:00	1878.13	1878.21	1877.32	1878.14	333	0	0
2022.05.02	13:30:00	1878.13	1878.88	1877.95	1878.87	281	0	5
2022.05.02	13:35:00	1878.88	1879.33	1877.49	1879.32	341	0	3
2022.05.02	13:40:00	1879.32	1879.67	1878.90	1878.90	264	0	0
2022.05.02	13:45:00	1878.90	1881.15	1878.90	1881.13	316	0	4
2022.05.02	13:50:00	1881.09	1881.49	1880.71	1881.19	259	0	9
2022.05.02	13:55:00	1881.20	1882.26	1881.18	1882.13	360	0	0
2022.05.02	14:00:00	1882.14	1882.31	1881.10	1881.11	399	0	4
2022.05.02	14:05:00	1881.11	1881.40	1879.35	1880.37	436	0	3
2022.05.02	14:10:00	1880.37	1880.47	1879.02	1879.55	373	0	0
2022.05.02	14:15:00	1879.46	1879.55	1877.72	1878.55	430	0	0
2022.05.02	14:20:00	1878.54	1879.47	1877.92	1878.93	381	0	6
2022.05.02	14:25:00	1878.94	1880.01	1878.94	1879.60	243	0	3
2022.05.02	14:30:00	1879.58	1879.77	1878.33	1878.36	365	0	9
2022.05.02	14:35:00	1878.36	1878.36	1876.97	1877.67	392	0	6
2022.05.02	14:40:00	1877.65	1877.78	1875.92	1876.65	482	0	1
2022.05.02	14:45:00	1876.65	1876.88	1875.83	1876.45	447	0	1
2022.05.02	14:50:00	1876.43	1877.36	1875.93	1876.86	440	0	3
2022.05.02	14:55:00	1876.86	1877.32	1875.90	1876.07	488	0	4
2022.05.02	15:00:00	1876.07	1876.31	1873.33	1873.94	688	0	0
2022.05.02	15:05:00	1873.92	1876.72	1873.34	1876.02	666	0	2
2022.05.02	15:10:00	1876.05	1876.34	1873.23	1874.04	685	0	2
2022.05.02	15:15:00	1874.04	1875.03	1870.31	1871.66	653	0	1
2022.05.02	15:20:00	1871.49	1875.87	1869.40	1875.56	1064	0	1
2022.05.02	15:25:00	1875.69	1876.34	1873.71	1874.27	749	0	2
2022.05.02	15:30:00	1874.30	1874.30	1867.35	1868.31	1161	0	0
2022.05.02	15:35:00	1868.31	1869.89	1866.04	1866.18	983	0	1
2022.05.02	15:40:00	1866.17	1867.29	1864.91	1865.46	1003	0	0
2022.05.02	15:45:00	1865.44	1866.04	1864.04	1864.96	1041	0	0
2022.05.02	15:50:00	1864.96	1866.41	1861.71	1862.47	1130	0	0
2022.05.02	15:55:00	1862.49	1862.85	1860.62	1861.61	1025	0	2
2022.05.02	16:00:00	1861.64	1862.47	1859.44	1859.84	983	0	0
2022.05.02	16:05:00	1859.86	1860.86	1859.54	1860.53	736	0	0
2022.05.02	16:10:00	1860.53	1863.57	1860.24	1863.05	979	0	0
2022.05.02	16:15:00	1863.05	1864.05	1861.74	1862.65	767	0	2
2022.05.02	16:20:00	1862.65	1864.53	1862.07	1863.66	768	0	0
2022.05.02	16:25:00	1863.75	1864.47	1860.97	1861.08	778	0	0
2022.05.02	16:30:00	1861.07	1861.44	1858.13	1861.44	1483	0	0
2022.05.02	16:35:00	1861.44	1861.55	1857.68	1857.68	1374	0	0
2022.05.02	16:40:00	1857.41	1857.92	1856.54	1857.68	1362	0	0
2022.05.02	16:45:00	1857.74	1857.78	1855.65	1856.01	1210	0	0
2022.05.02	16:50:00	1856.01	1856.97	1854.60	1856.95	1245	0	0
2022.05.02	16:55:00	1857.23	1859.17	1855.71	1858.10	1155	0	0
2022.05.02	17:00:00	1858.09	1860.52	1857.85	1860.11	1575	0	0
2022.05.02	17:05:00	1860.09	1861.35	1858.63	1861.33	1192	0	0
2022.05.02	17:10:00	1861.34	1861.37	1858.73	1860.37	1066	0	0
2022.05.02	17:15:00	1860.33	1861.41	1859.06	1861.35	957	0	0
2022.05.02	17:20:00	1861.33	1862.05	1860.74	1860.89	832	0	0
2022.05.02	17:25:00	1860.94	1864.09	1860.30	1863.38	922	0	0
2022.05.02	17:30:00	1863.44	1864.64	1862.56	1864.52	852	0	0
2022.05.02	17:35:00	1864.56	1865.08	1861.76	1861.76	844	0	0
2022.05.02	17:40:00	1861.80	1864.59	1861.78	1864.13	686	0	0
2022.05.02	17:45:00	1864.10	1864.59	1862.99	1864.07	570	0	1
2022.05.02	17:50:00	1864.09	1864.40	1861.47	1862.24	687	0	1
2022.05.02	17:55:00	1862.30	1863.48	1861.94	1862.89	646	0	0
2022.05.02	18:00:00	1862.92	1863.35	1861.94	1862.00	586	0	3
2022.05.02	18:05:00	1862.00	1863.89	1861.63	1863.38	622	0	2
2022.05.02	18:10:00	1863.40	1863.70	1860.20	1860.84	577	0	1
2022.05.02	18:15:00	1860.92	1861.03	1859.86	1860.35	526	0	9
2022.05.02	18:20:00	1860.36	1861.34	1859.96	1860.29	589	0	2
2022.05.02	18:25:00	1860.28	1863.91	1859.97	1863.71	575	0	1
2022.05.02	18:30:00	1863.71	1864.14	1861.79	1864.08	731	0	8
2022.05.02	18:35:00	1864.11	1868.12	1863.81	1866.99	897	0	2
2022.05.02	18:40:00	1866.98	1869.77	1866.83	1868.91	713	0	0
2022.05.02	18:45:00	1868.91	1872.00	1868.90	1871.64	697	0	0
2022.05.02	18:50:00	1871.57	1871.99	1871.14	1871.64	630	0	4
2022.05.02	18:55:00	1871.59	1871.82	1870.11	1870.13	623	0	0
2022.05.02	19:00:00	1870.15	1870.27	1867.70	1868.05	676	0	1
2022.05.02	19:05:00	1868.04	1868.48	1866.94	1867.28	474	0	3
2022.05.02	19:10:00	1867.30	1868.91	1866.98	1868.72	476	0	3
2022.05.02	19:15:00	1868.73	1869.76	1868.47	1869.54	508	0	7
2022.05.02	19:20:00	1869.53	1869.54	1867.91	1867.92	318	0	1
2022.05.02	19:25:00	1867.82	1868.48	1867.53	1868.40	332	0	2
2022.05.02	19:30:00	1868.38	1868.59	1867.67	1868.22	316	0	6
2022.05.02	19:35:00	1868.23	1868.73	1867.72	1868.24	284	0	3
2022.05.02	19:40:00	1868.08	1868.34	1867.46	1867.58	256	0	1
2022.05.02	19:45:00	1867.51	1868.37	1867.19	1868.33	436	0	9
2022.05.02	19:50:00	1868.33	1868.55	1867.03	1867.25	391	0	9
2022.05.02	19:55:00	1867.23	1867.29	1865.12	1866.19	554	0	0
2022.05.02	20:00:00	1866.10	1866.72	1864.40	1864.50	377	0	0
2022.05.02	20:05:00	1864.40	1865.08	1863.97	1863.97	425	0	0
2022.05.02	20:10:00	1863.97	1864.95	1863.96	1864.84	393	0	7
2022.05.02	20:15:00	1864.78	1866.08	1864.70	1865.96	397	0	7
2022.05.02	20:20:00	1865.95	1865.97	1863.89	1864.16	428	0	8
2022.05.02	20:25:00	1864.16	1864.75	1863.46	1863.46	651	0	5
2022.05.02	20:30:00	1863.47	1864.05	1861.81	1861.89	486	0	4
2022.05.02	20:35:00	1861.86	1864.79	1861.86	1864.54	380	0	2
2022.05.02	20:40:00	1864.59	1865.97	1864.59	1865.44	334	0	0
2022.05.02	20:45:00	1865.46	1866.59	1865.36	1866.46	313	0	0
2022.05.02	20:50:00	1866.46	1866.93	1865.10	1865.34	356	0	5
2022.05.02	20:55:00	1865.42	1866.65	1865.30	1866.14	318	0	2
2022.05.02	21:00:00	1866.15	1866.63	1865.29	1865.62	433	0	3
2022.05.02	21:05:00	1865.62	1865.96	1865.14	1865.63	285	0	7
2022.05.02	21:10:00	1865.64	1865.72	1863.55	1863.77	421	0	5
2022.05.02	21:15:00	1863.77	1865.16	1863.58	1864.56	401	0	0
2022.05.02	21:20:00	1864.56	1864.56	1863.77	1864.27	350	0	4
2022.05.02	21:25:00	1864.27	1864.92	1863.67	1864.35	262	0	8
2022.05.02	21:30:00	1864.35	1864.56	1863.77	1863.77	278	0	9
2022.05.02	21:35:00	1863.68	1864.17	1862.71	1862.78	291	0	8
2022.05.02	21:40:00	1862.78	1863.07	1861.89	1862.25	320	0	3
2022.05.02	21:45:00	1862.26	1862.66	1861.86	1861.94	245	0	5
2022.05.02	21:50:00	1861.98	1862.49	1861.75	1861.90	362	0	8
2022.05.02	21:55:00	1861.87	1862.40	1859.95	1860.08	475	0	1
2022.05.02	22:00:00	1860.06	1861.05	1860.04	1860.94	386	0	5
2022.05.02	22:05:00	1860.95	1861.65	1860.63	1861.52	335	0	6
2022.05.02	22:10:00	1861.53	1862.34	1861.23	1861.95	379	0	3
2022.05.02	22:15:00	1861.95	1863.27	1861.74	1863.27	423	0	0
2022.05.02	22:20:00	1863.23	1864.08	1862.98	1863.61	309	0	8
2022.05.02	22:25:00	1863.61	1863.61	1862.33	1862.37	317	0	4
2022.05.02	22:30:00	1862.37	1862.53	1861.48	1862.05	300	0	0
2022.05.02	22:35:00	1862.05	1862.23	1861.47	1861.98	344	0	1
2022.05.02	22:40:00	1862.00	1862.87	1861.91	1862.83	422	0	1
2022.05.02	22:45:00	1862.83	1863.23	1862.32	1863.01	288	0	9
2022.05.02	22:50:00	1863.01	1863.11	1862.17	1862.89	369	0	9
2022.05.02	22:55:00	1862.93	1863.20	1860.94	1861.89	575	0	4
2022.05.02	23:00:00	1861.95	1862.02	1861.31	1861.38	182	0	9
2022.05.02	23:05:00	1861.38	1862.56	1861.38	1862.15	195	0	14
2022.05.02	23:10:00	1862.11	1862.11	1861.49	1861.64	152	0	14
2022.05.02	23:15:00	1861.64	1861.69	1861.34	1861.67	111	0	14
2022.05.02	23:20:00	1861.67	1862.20	1861.57	1861.73	137	0	14
2022.05.02	23:25:00	1861.73	1862.12	1861.67	1861.82	112	0	14
2022.05.02	23:30:00	1861.82	1862.20	1861.77	1862.13	96	0	13
2022.05.02	23:35:00	1862.12	1862.41	1862.09	1862.22	109	0	14
2022.05.02	23:40:00	1862.22	1862.41	1862.00	1862.37	73	0	14
2022.05.02	23:45:00	1862.37	1862.96	1862.37	1862.72	177	0	14
2022.05.02	23:50:00	1862.72	1863.20	1862.53	1863.20	115	0	14
2022.05.02	23:55:00	1863.21	1863.21	1863.21	1863.21	1	0	15
2022.05.03	01:05:00	1863.44	1863.53	1863.25	1863.37	79	0	39
2022.05.03	01:10:00	1863.40	1863.80	1863.32	1863.43	51	0	14
2022.05.03	01:15:00	1863.51	1863.61	1863.40	1863.61	54	0	14
2022.05.03	01:20:00	1863.44	1863.77	1863.39	1863.59	75	0	14
2022.05.03	01:25:00	1863.44	1864.04	1863.44	1863.94	106	0	14
2022.05.03	01:30:00	1863.94	1864.19	1863.84	1864.10	139	0	8
2022.05.03	01:35:00	1864.06	1864.09	1863.80	1863.84	110	0	12
2022.05.03	01:40:00	1863.83	1863.90	1863.39	1863.41	96	0	4
2022.05.03	01:45:00	1863.41	1863.67	1863.39	1863.66	52	0	5
2022.05.03	01:50:00	1863.64	1863.73	1863.59	1863.63	61	0	5
2022.05.03	01:55:00	1863.58	1863.68	1863.38	1863.68	73	0	5
2022.05.03	02:00:00	1863.68	1863.68	1863.01	1863.04	125	0	1
2022.05.03	02:05:00	1863.02	1863.05	1862.35	1862.35	108	0	7
2022.05.03	02:10:00	1862.41	1862.65	1862.25	1862.44	122	0	13
2022.05.03	02:15:00	1862.45	1862.55	1862.36	1862.39	99	0	4
2022.05.03	02:20:00	1862.42	1862.70	1862.40	1862.62	95	0	0
2022.05.03	02:25:00	1862.61	1862.72	1862.50	1862.51	67	0	0
2022.05.03	02:30:00	1862.61	1863.09	1862.50	1863.01	139	0	0
2022.05.03	02:35:00	1863.03	1863.03	1862.51	1862.74	93	0	9
2022.05.03	02:40:00	1862.66	1862.97	1862.49	1862.97	64	0	10
2022.05.03	02:45:00	1862.97	1863.06	1862.58	1862.78	62	0	12
2022.05.03	02:50:00	1862.79	1862.95	1862.60	1862.86	87	0	10
2022.05.03	02:55:00	1862.82	1863.36	1862.69	1863.12	84	0	13
2022.05.03	03:00:00	1863.11	1864.09	1863.10	1864.00	286	0	2
2022.05.03	03:05:00	1864.00	1866.03	1864.00	1865.40	355	0	4
2022.05.03	03:10:00	1865.39	1865.96	1864.97	1865.34	295	0	7
2022.05.03	03:15:00	1865.33	1865.56	1864.21	1864.26	272	0	5
2022.05.03	03:20:00	1864.22	1865.49	1864.06	1864.69	347	0	0
2022.05.03	03:25:00	1864.67	1864.90	1864.16	1864.72	190	0	9
2022.05.03	03:30:00	1864.73	1865.39	1864.36	1865.31	259	0	9
2022.05.03	03:35:00	1865.28	1865.80	1865.06	1865.06	224	0	9
2022.05.03	03:40:00	1865.07	1865.52	1864.73	1864.93	243	0	9
2022.05.03	03:45:00	1864.93	1865.67	1864.86	1865.19	206	0	9
2022.05.03	03:50:00	1865.18	1866.53	1864.86	1866.32	281	0	6
2022.05.03	03:55:00	1866.33	1867.08	1866.07	1866.77	305	0	2
2022.05.03	04:00:00	1866.77	1866.79	1865.54	1865.55	322	0	9
2022.05.03	04:05:00	1865.55	1865.72	1863.87	1864.35	265	0	5
2022.05.03	04:10:00	1864.35	1864.57	1863.43	1863.50	258	0	1
2022.05.03	04:15:00	1863.50	1863.94	1862.82	1862.82	256	0	1
2022.05.03	04:20:00	1862.82	1863.21	1862.39	1863.15	220	0	3
2022.05.03	04:25:00	1863.15	1863.45	1862.86	1863.08	187	0	0
2022.05.03	04:30:00	1863.10	1863.79	1863.10	1863.55	186	0	2
2022.05.03	04:35:00	1863.55	1863.55	1861.77	1861.88	301	0	1
2022.05.03	04:40:00	1861.95	1861.99	1859.83	1859.98	416	0	0
2022.05.03	04:45:00	1859.98	1860.16	1859.70	1860.01	265	0	0
2022.05.03	04:50:00	1860.02	1860.85	1859.84	1859.90	354	0	0
2022.05.03	04:55:00	1859.89	1860.67	1859.88	1859.93	291	0	0
2022.05.03	05:00:00	1859.93	1860.65	1859.79	1859.90	297	0	0
2022.05.03	05:05:00	1859.90	1860.95	1859.75	1860.88	223	0	1
2022.05.03	05:10:00	1860.89	1860.89	1859.98	1860.33	233	0	0
2022.05.03	05:15:00	1860.36	1861.41	1860.13	1861.34	186	0	0
2022.05.03	05:20:00	1861.35	1862.15	1861.34	1861.99	203	0	0
2022.05.03	05:25:00	1861.99	1862.46	1861.89	1862.40	163	0	8
2022.05.03	05:30:00	1862.41	1862.41	1861.83	1862.11	134	0	5
2022.05.03	05:35:00	1862.11	1862.36	1861.56	1861.80	210	0	0
2022.05.03	05:40:00	1861.80	1861.89	1861.42	1861.88	164	0	0
2022.05.03	05:45:00	1861.89	1862.44	1861.89	1862.21	219	0	8
2022.05.03	05:50:00	1862.21	1863.28	1862.17	1863.14	316	0	0
2022.05.03	05:55:00	1863.13	1865.41	1863.13	1865.16	433	0	0
2022.05.03	06:00:00	1865.18	1865.19	1863.86	1864.16	301	0	5
2022.05.03	06:05:00	1864.15	1864.15	1863.69	1863.90	191	0	1
2022.05.03	06:10:00	1863.96	1864.11	1863.56	1864.08	169	0	9
2022.05.03	06:15:00	1864.11	1864.11	1863.59	1863.91	181	0	9
2022.05.03	06:20:00	1863.93	1864.11	1863.47	1863.51	205	0	9
2022.05.03	06:25:00	1863.51	1864.36	1863.51	1863.96	256	0	6
2022.05.03	06:30:00	1864.13	1864.39	1863.90	1864.00	200	0	9
2022.05.03	06:35:00	1864.00	1864.03	1863.50	1863.92	189	0	9
2022.05.03	06:40:00	1863.88	1864.02	1863.07	1863.16	206	0	2
2022.05.03	06:45:00	1863.14	1863.55	1862.85	1863.33	153	0	4
2022.05.03	06:50:00	1863.34	1863.34	1862.32	1862.33	162	0	5
2022.05.03	06:55:00	1862.33	1863.25	1862.28	1862.66	173	0	9
2022.05.03	07:00:00	1862.66	1862.79	1862.10	1862.35	160	0	9
2022.05.03	07:05:00	1862.29	1862.96	1862.25	1862.79	132	0	9
2022.05.03	07:10:00	1862.80	1863.13	1862.73	1863.06	94	0	9
2022.05.03	07:15:00	1863.08	1863.54	1862.96	1863.53	110	0	9
2022.05.03	07:20:00	1863.52	1863.52	1862.92	1863.33	148	0	8
2022.05.03	07:25:00	1863.33	1863.45	1863.08	1863.19	144	0	9
2022.05.03	07:30:00	1863.23	1864.55	1862.31	1862.31	536	0	8
2022.05.03	07:35:00	1862.32	1862.78	1861.55	1862.46	356	0	6
2022.05.03	07:40:00	1862.45	1862.67	1860.86	1861.04	341	0	2
2022.05.03	07:45:00	1861.03	1861.05	1860.06	1860.12	296	0	2
