<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2017.03.03	984.660	997.340	982.880	996.920	33802	0	0
2017.03.06	998.560	999.490	974.510	976.460	29904	0	0
2017.03.07	977.570	978.380	957.720	958.570	31184	0	0
2017.03.08	959.610	963.080	944.080	944.460	33453	0	0
2017.03.09	946.930	951.790	933.040	935.030	33827	0	0
2017.03.10	934.360	945.990	932.510	941.450	37521	0	0
2017.03.13	941.440	947.160	936.900	939.110	29392	0	0
2017.03.14	938.740	943.250	934.350	934.350	28452	0	0
2017.03.15	935.710	953.910	931.290	952.490	31816	0	0
2017.03.16	952.160	972.190	951.350	956.210	34163	0	0
2017.03.17	956.850	964.690	951.850	963.870	20075	0	0
2017.03.20	963.870	971.730	960.690	970.110	15096	0	0
2017.03.21	970.260	975.010	958.530	969.780	35265	0	0
2017.03.22	969.900	972.760	958.820	962.530	35824	0	0
2017.03.23	962.500	970.110	955.540	961.710	33922	0	0
2017.03.24	961.560	968.920	956.000	965.010	22397	0	0
2017.03.27	965.240	982.760	965.240	967.410	21539	0	0
2017.03.28	967.460	970.410	949.260	953.710	23761	0	0
2017.03.29	952.150	956.200	947.570	952.070	19610	0	0
2017.03.30	953.330	959.730	946.500	947.940	20336	0	0
2017.03.31	947.300	950.570	939.250	949.550	20860	0	0
2017.04.03	950.110	957.170	945.890	955.330	20834	0	0
2017.04.04	958.610	964.340	953.630	959.250	23772	0	0
2017.04.05	959.560	969.150	952.820	960.110	23671	0	0
2017.04.06	961.150	962.900	951.290	956.230	23053	0	0
2017.04.07	957.900	977.930	948.380	953.310	37601	0	0
2017.04.10	950.950	954.210	936.050	938.380	25251	0	0
2017.04.11	939.450	970.320	939.410	969.090	34312	0	0
2017.04.12	967.960	973.160	960.040	972.240	35178	0	0
2017.04.13	971.510	978.220	968.560	971.440	22867	0	0
